studentID,gender,age,course,feederSchoolType,civilStatus,familyMonthlyIncome,religion,barangay
21-00867,Female,26,BSHM,Private,Separated,18225,LDS Mormon,Pinagbuhatan
21-00868,Male,29,BSBA,Public,Single Parent,68727,Atheist,Santa Rosa
21-00869,Male,17,ABPSYCH,Private,Widower,83573,Protestant/Pentecostal,Santa Cruz
21-00870,Female,16,ABPSYCH,Public,Single,114966,Roman Catholic,San Nicolas
21-00871,Female,19,BSA,Public,Single,116641,Protestant/Pentecostal,Sumilang
21-00872,Male,17,ABPSYCH,Private,Living with Partner,75977,World Mission Society Church of God,Caniogan
21-00873,Female,18,BSED-MATH,Public,Single Parent,19282,The Church of Jesus Christ of Latter-Day Saints,Pinagbuhatan
21-00874,Female,24,BEED,Private,Living with Partner,48819,Undetermined,Santolan
21-00875,Male,20,BSIT,Private,Single Parent,13439,Members Church of God International,Kapasigan
21-00876,Male,27,BSBA,Public,Married,16942,LDS Mormon,Ugong
21-00877,Male,16,BEED,Public,Single Parent,88132,LDS Mormon,San Nicolas
21-00878,Female,20,BSECE,Public,Living with Partner,43164,Seventh-Day Adventist,Bagong Katipunan
21-00879,Male,21,BSN,Public,Single,100459,Agnostic,Rosario
21-00880,Male,26,BSED-ENG,Public,Single,136994,Born - Again Christian,Pineda
21-00881,Female,35,BSIT,Private,Living with Partner,135490,Protestant/Pentecostal,San Miguel
21-00882,Female,23,ABPSYCH,Public,Living with Partner,59200,Atheist,Caniogan
21-00883,Male,16,BSED-ENG,Private,Single Parent,97861,LDS Mormon,Kalawaan
21-00884,Female,29,BSBA,Public,Single Parent,76245,Iglesia Ni Cristo,Mandaluyong City
21-00885,Male,16,BSED-MATH,Private,Single Parent,23352,Jehovah's Witness,Kapasigan
21-00886,Male,27,BSA,Public,Separated,81788,Roman Catholic,Dela Paz
21-00887,Female,20,BSIT,Private,Married,32597,Aglipay,Catanduanes
21-00888,Female,35,BSED-FIL,Public,Single Parent,23575,Seventh-Day Adventist,San Nicolas
21-00889,Male,35,BSED-ENG,Private,Separated,82036,No Religion,Bulacan
21-00890,Female,20,BSECE,Public,Married,138863,LDS Mormon,Pinagbuhatan
21-00891,Male,16,BSECE,Public,Separated,50672,Islam,Caniogan
21-00892,Female,27,BSHM,Private,Single,65475,Seventh-Day Adventist,Santolan
21-00893,Female,23,BSHM,Public,Widower,115246,Agnostic,Santa Cruz
21-00894,Female,35,BSBA,Public,Separated,53161,Agnostic,Antipolo
21-00895,Male,28,BSCS,Private,Married,21251,Islam,Santolan
21-00896,Female,22,BSED-MATH,Public,Single,73317,Roman Catholic,Bagong Katipunan
21-00897,Female,31,ABPSYCH,Private,Married,114999,The Church of Jesus Christ of Latter-Day Saints,Taguig City
21-00898,Female,33,BSHM,Private,Single,129187,Iglesia Ni Cristo,Pateros
21-00899,Female,16,BSIT,Private,Married,73908,World Mission Society Church of God,Sagad
21-00900,Male,16,BSED-MATH,Private,Widower,39746,Iglesia Ni Cristo,San Antonio
21-00901,Male,22,BSN,Private,Single,82715,Roman Catholic,Pinagbuhatan
21-00902,Female,17,BSIT,Private,Living with Partner,119410,Born - Again Christian,Quezon City
21-00903,Female,28,BSA,Public,Living with Partner,19166,The Church of Jesus Christ of Latter-Day Saints,San Antonio
21-00904,Female,29,BEED,Private,Living with Partner,59364,The Church of Jesus Christ of Latter-Day Saints,Caniogan
21-00905,Female,25,BSECE,Private,Widower,103679,Islam,Bulacan
21-00906,Female,34,BSED-MATH,Private,Single Parent,124130,Seventh-Day Adventist,Quezon City
21-00907,Male,31,BSBA,Public,Widower,58322,Agnostic,Caniogan
21-00908,Male,19,BSECE,Private,Single,59893,Roman Catholic,Maybunga
21-00909,Male,28,ABPSYCH,Private,Married,22910,Members Church of God International,Palatiw
21-00910,Female,33,BSED-FIL,Public,Single,101004,Born - Again Christian,Kalawaan
21-00911,Male,29,BSBA,Private,Married,59916,Protestant/Pentecostal,San Antonio
21-00912,Female,33,BSIT,Private,Single Parent,50411,LDS Mormon,Pinagbuhatan
21-00913,Female,29,BSED-MATH,Public,Separated,43487,Members Church of God International,Bulacan
21-00914,Male,16,BSBA,Private,Single Parent,77687,Jehovah's Witness,Sumilang
21-00915,Male,17,BSED-FIL,Private,Single Parent,137891,World Mission Society Church of God,San Joaquin
21-00916,Female,17,BEED,Private,Married,55037,Atheist,Bagong Katipunan
21-00917,Female,22,BSIT,Private,Widower,94867,Roman Catholic,Santolan
21-00918,Male,18,BSECE,Private,Separated,131727,LDS Mormon,Quezon City
21-00919,Female,30,BSA,Private,Married,57592,Islam,San Antonio
21-00920,Female,22,BSHM,Public,Living with Partner,103578,Iglesia Ni Cristo,Cainta
21-00921,Male,23,BSHM,Private,Single,135560,Jehovah's Witness,Sumilang
21-00922,Female,28,BSN,Private,Single Parent,122136,World Mission Society Church of God,Binangonan
21-00923,Male,34,BEED,Public,Married,27470,Roman Catholic,Maybunga
21-00924,Female,33,BSECE,Public,Living with Partner,61033,Methodist,San Miguel
21-00925,Female,18,BEED,Private,Single Parent,133651,Seventh-Day Adventist,Buting
21-00926,Male,23,BSED-MATH,Private,Single,40958,Islam,Caniogan
21-00927,Male,29,BSHM,Private,Married,104032,World Mission Society Church of God,Kapitolyo
21-00928,Female,23,BEED,Public,Widower,135838,LDS Mormon,Caniogan
21-00929,Male,26,BSED-FIL,Private,Married,57701,The Church of Jesus Christ of Latter-Day Saints,Pinagbuhatan
21-00930,Male,23,BSA,Private,Married,70320,Iglesia Ni Cristo,Quezon City
21-00931,Female,25,ABPSYCH,Public,Living with Partner,66679,The Church of Jesus Christ of Latter-Day Saints,Santolan
21-00932,Female,20,BSECE,Public,Living with Partner,35759,The Church of Jesus Christ of Latter-Day Saints,Pateros
21-00933,Female,31,BSN,Private,Married,45938,Protestant/Pentecostal,Bulacan
21-00934,Male,25,BSA,Private,Single,52960,Methodist,Maybunga
21-00935,Male,20,BSCS,Public,Married,51841,Agnostic,Pinagbuhatan
21-00936,Female,34,BEED,Public,Single Parent,125737,World Mission Society Church of God,Dela Paz
21-00937,Male,20,BSN,Private,Separated,44967,Iglesia Ni Cristo,Marikina City
21-00938,Male,22,BSA,Private,Widower,139966,Islam,Sagad
21-00939,Male,35,BSCS,Private,Separated,64441,Jehovah's Witness,Taytay
21-00940,Female,20,BSIT,Public,Married,96392,Members Church of God International,Maybunga
21-00941,Male,20,BSED-FIL,Public,Married,49902,Undetermined,Bambang
21-00942,Female,25,BSED-ENG,Public,Living with Partner,43627,Born - Again Christian,San Joaquin
21-00943,Male,20,BSN,Private,Single Parent,29000,Jehovah's Witness,Binangonan
21-00944,Male,25,BSED-MATH,Public,Married,78479,Protestant/Pentecostal,Catanduanes
21-00945,Male,26,BSHM,Public,Married,94256,Jehovah's Witness,Pineda
21-00946,Male,18,BSHM,Private,Living with Partner,40298,No Religion,Kalawaan
21-00947,Female,16,ABPSYCH,Private,Living with Partner,8461,Jehovah's Witness,Manggahan
21-00948,Male,31,BSED-ENG,Private,Living with Partner,43273,Aglipay,Kalawaan
21-00949,Female,33,BSN,Private,Single Parent,25271,Jehovah's Witness,Kalawaan
21-00950,Male,29,BSED-ENG,Public,Separated,110065,Baptist,Santa Lucia
21-00951,Male,19,BSED-FIL,Public,Living with Partner,83496,Undetermined,Sumilang
21-00952,Male,27,BSCS,Public,Widower,134910,Atheist,Taguig City
21-00953,Male,33,BSECE,Private,Single,139572,Methodist,Taguig City
21-00954,Male,29,BSA,Private,Living with Partner,132066,Agnostic,Santo Tomas
21-00955,Male,33,BSHM,Public,Separated,112012,Protestant/Pentecostal,Binangonan
21-00956,Female,35,BSED-MATH,Private,Single Parent,89232,Members Church of God International,Kapasigan
21-00957,Male,21,BSBA,Private,Single Parent,71610,LDS Mormon,Palatiw
21-00958,Female,22,BSIT,Private,Single Parent,11578,Seventh-Day Adventist,Antipolo
21-00959,Female,24,BEED,Public,Single,131374,Roman Catholic,Buting
21-00960,Female,31,BSA,Private,Separated,129328,Protestant/Pentecostal,Bagong Katipunan
21-00961,Female,34,BSN,Private,Living with Partner,42092,Islam,Buting
21-00962,Male,25,BEED,Public,Single,79125,Jehovah's Witness,Bagong Katipunan
21-00963,Female,19,BSCS,Private,Widower,102444,Methodist,Oranbo
21-00964,Female,21,BSHM,Private,Separated,118345,Undetermined,San Miguel
21-00965,Female,21,BSN,Private,Widower,97015,The Church of Jesus Christ of Latter-Day Saints,Bulacan
21-00966,Male,24,BSCS,Public,Married,73824,No Religion,San Nicolas
21-00967,Female,20,BSED-ENG,Public,Widower,77448,The Church of Jesus Christ of Latter-Day Saints,Santa Cruz
21-00968,Male,20,ABPSYCH,Public,Single,131353,Members Church of God International,San Joaquin
21-00969,Male,33,BSBA,Public,Living with Partner,71534,Baptist,"Montalban, Rizal"
21-00970,Male,35,BSCS,Public,Widower,53794,Seventh-Day Adventist,Santolan
21-00971,Male,34,ABPSYCH,Public,Separated,13795,Roman Catholic,San Joaquin
21-00972,Female,16,BSED-ENG,Public,Married,77980,Aglipay,Pineda
21-00973,Female,20,BSCS,Private,Single Parent,129966,Members Church of God International,Catanduanes
21-00974,Female,32,BSED-FIL,Public,Single Parent,73646,LDS Mormon,Pateros
21-00975,Male,34,ABPSYCH,Public,Living with Partner,135060,Seventh-Day Adventist,Quezon City
21-00976,Male,22,BSN,Private,Single Parent,74794,Jehovah's Witness,Bagong Ilog
21-00977,Male,27,BSHM,Public,Living with Partner,41740,Undetermined,San Jose
21-00978,Female,16,BSED-FIL,Public,Single,46899,The Church of Jesus Christ of Latter-Day Saints,Ugong
21-00979,Male,30,BSED-FIL,Private,Separated,45291,Atheist,San Joaquin
21-00980,Male,27,BSED-FIL,Private,Married,72352,Seventh-Day Adventist,Cainta
21-00981,Female,20,BEED,Public,Widower,20082,Protestant/Pentecostal,Cavite
21-00982,Female,24,BSA,Private,Married,128892,Aglipay,Kalawaan
21-00983,Male,20,BSECE,Private,Married,91495,Undetermined,San Joaquin
21-00984,Male,32,BSA,Public,Married,17690,The Church of Jesus Christ of Latter-Day Saints,Santo Tomas
21-00985,Male,20,BSECE,Private,Single,39370,Aglipay,Santa Cruz
21-00986,Female,32,BSBA,Public,Single Parent,106311,Born - Again Christian,Cainta
21-00987,Female,34,ABPSYCH,Public,Single,134233,Roman Catholic,Manggahan
21-00988,Female,20,BEED,Private,Married,10284,Islam,Bagong Katipunan
21-00989,Female,25,BSED-ENG,Private,Single Parent,125671,Protestant/Pentecostal,Quezon City
21-00990,Female,22,BEED,Private,Living with Partner,28806,The Church of Jesus Christ of Latter-Day Saints,Caniogan
21-00991,Female,34,BSBA,Public,Married,71944,Methodist,Malinao
21-00992,Female,22,BEED,Private,Single Parent,76191,Born - Again Christian,San Miguel
21-00993,Female,29,BSIT,Public,Married,30363,Agnostic,Caniogan
21-00994,Female,34,BSECE,Public,Living with Partner,34933,Protestant/Pentecostal,Dela Paz
21-00995,Male,35,BSA,Private,Living with Partner,31460,Iglesia Ni Cristo,Manggahan
21-00996,Female,28,BSN,Private,Living with Partner,129268,No Religion,San Nicolas
21-00997,Female,34,BSED-MATH,Private,Single Parent,95117,Baptist,Rosario
21-00998,Male,18,BSCS,Public,Married,98505,Undetermined,Maybunga
21-00999,Female,30,BSN,Public,Single,10512,Seventh-Day Adventist,Santa Lucia
21-01000,Male,23,BSECE,Private,Living with Partner,95048,World Mission Society Church of God,Bagong Ilog
21-01001,Female,31,ABPSYCH,Private,Married,112629,Methodist,Sagad
21-01002,Male,18,BSA,Private,Single Parent,59146,World Mission Society Church of God,San Miguel
21-01003,Male,31,BSN,Private,Living with Partner,60311,World Mission Society Church of God,Palatiw
21-01004,Male,18,BSED-ENG,Private,Widower,111843,LDS Mormon,Binangonan
21-01005,Female,27,BSHM,Private,Widower,59517,No Religion,Pineda
21-01006,Male,24,BSHM,Public,Single,134103,Islam,Malinao
21-01007,Male,34,BEED,Public,Widower,101682,Islam,Buting
21-01008,Male,35,BSED-FIL,Public,Separated,69065,No Religion,Buting
21-01009,Female,31,BSA,Public,Widower,27234,Jehovah's Witness,Santa Cruz
21-01010,Male,25,BSIT,Public,Separated,123352,Born - Again Christian,Santa Cruz
21-01011,Male,26,BSN,Private,Single,109083,The Church of Jesus Christ of Latter-Day Saints,Teresa
21-01012,Male,17,ABPSYCH,Public,Single,138530,Members Church of God International,Marikina City
21-01013,Female,30,BSCS,Public,Married,90812,Aglipay,Kapitolyo
21-01014,Female,30,BSN,Public,Single Parent,113505,World Mission Society Church of God,Bulacan
21-01015,Female,17,ABPSYCH,Private,Separated,25818,Members Church of God International,Santa Cruz
21-01016,Male,24,BSCS,Private,Single Parent,73428,Seventh-Day Adventist,Catanduanes
21-01017,Male,17,BEED,Public,Married,123298,Roman Catholic,Santa Lucia
21-01018,Male,28,BSBA,Public,Single,103240,Members Church of God International,Cainta
21-01019,Female,18,BSED-ENG,Private,Living with Partner,31738,Seventh-Day Adventist,Cavite
21-01020,Female,32,BEED,Public,Living with Partner,39209,Agnostic,Bagong Katipunan
21-01021,Male,27,BSN,Public,Single,40327,Agnostic,Maybunga
21-01022,Female,18,BEED,Private,Living with Partner,137456,Agnostic,Binangonan
21-01023,Male,21,BSA,Private,Single Parent,94411,The Church of Jesus Christ of Latter-Day Saints,Caniogan
21-01024,Female,28,BSHM,Private,Single Parent,63236,Jehovah's Witness,Sagad
21-01025,Female,33,BSECE,Private,Single,60795,LDS Mormon,Manggahan
21-01026,Male,26,BSA,Public,Widower,104495,Seventh-Day Adventist,San Miguel
21-01027,Female,31,BSED-FIL,Public,Separated,62381,Seventh-Day Adventist,Kapasigan
21-01028,Male,34,BSBA,Public,Widower,66058,World Mission Society Church of God,San Nicolas
21-01029,Male,20,BSBA,Public,Single,137416,Agnostic,Sumilang
21-01030,Male,33,BSED-ENG,Public,Widower,120540,No Religion,Quezon City
21-01031,Male,26,ABPSYCH,Private,Single,116647,LDS Mormon,Ugong
21-01032,Male,26,BSHM,Private,Single,61702,Methodist,Teresa
21-01033,Male,18,BSHM,Private,Living with Partner,43792,Undetermined,Santa Rosa
21-01034,Male,34,BSBA,Public,Single Parent,45888,Jehovah's Witness,Teresa
21-01035,Male,34,BSN,Public,Living with Partner,56723,Aglipay,Cavite
21-01036,Female,33,BSBA,Public,Separated,128493,Roman Catholic,Santa Lucia
21-01037,Female,32,BSN,Private,Separated,79399,Roman Catholic,Binangonan
21-01038,Male,23,BSA,Public,Married,25520,Jehovah's Witness,Antipolo
21-01039,Male,34,BEED,Public,Widower,84001,Undetermined,Bambang
21-01040,Male,30,BSIT,Private,Separated,30985,World Mission Society Church of God,Cainta
21-01041,Male,18,BSED-MATH,Public,Separated,23595,LDS Mormon,Kapasigan
21-01042,Male,31,BSED-FIL,Public,Single Parent,80124,Iglesia Ni Cristo,Bagong Katipunan
21-01043,Male,29,BSBA,Public,Married,28006,Agnostic,Palatiw
21-01044,Male,23,BSA,Private,Living with Partner,17000,The Church of Jesus Christ of Latter-Day Saints,Caniogan
21-01045,Female,22,BSA,Private,Widower,114981,Islam,"Montalban, Rizal"
21-01046,Female,26,BSECE,Public,Widower,41441,Iglesia Ni Cristo,Malinao
21-01047,Male,25,BSA,Private,Single,34126,Iglesia Ni Cristo,Rosario
21-01048,Male,35,BSBA,Public,Single,125512,Atheist,Sumilang
21-01049,Male,23,BSHM,Public,Separated,39457,World Mission Society Church of God,Santa Lucia
21-01050,Male,24,BSED-ENG,Public,Single Parent,88319,Agnostic,Santa Lucia
21-01051,Male,28,BSCS,Public,Living with Partner,131723,Seventh-Day Adventist,Buting
21-01052,Male,19,BEED,Private,Single,136103,Roman Catholic,Pateros
21-01053,Female,30,BSBA,Public,Single Parent,69353,Islam,Kapasigan
21-01054,Female,20,BSED-MATH,Private,Single,36462,Roman Catholic,Cainta
21-01055,Female,23,BSECE,Private,Living with Partner,55655,Members Church of God International,Oranbo
21-01056,Female,25,BEED,Public,Living with Partner,19457,LDS Mormon,Pineda
21-01057,Female,20,BSCS,Public,Single,14452,Protestant/Pentecostal,San Joaquin
21-01058,Female,31,BSN,Public,Married,43254,Roman Catholic,Bagong Ilog
21-01059,Female,24,BEED,Private,Living with Partner,75462,Atheist,Binangonan
21-01060,Male,23,BSIT,Public,Separated,60655,Born - Again Christian,Pateros
21-01061,Male,35,BSED-ENG,Public,Single Parent,83070,Atheist,Bambang
21-01062,Female,21,ABPSYCH,Public,Single,34585,Members Church of God International,San Joaquin
21-01063,Male,28,BSED-MATH,Private,Separated,68493,Islam,Bulacan
21-01064,Female,28,BSBA,Public,Living with Partner,47701,Roman Catholic,Cainta
21-01065,Female,23,BSHM,Public,Single,24917,No Religion,Maybunga
21-01066,Male,29,BEED,Private,Married,68561,Methodist,Catanduanes
21-01067,Male,21,BSECE,Private,Living with Partner,87550,Undetermined,San Nicolas
21-01068,Female,33,BSA,Public,Widower,56279,The Church of Jesus Christ of Latter-Day Saints,Santa Rosa
21-01069,Female,24,BSIT,Public,Separated,90794,Roman Catholic,Teresa
21-01070,Female,16,BSA,Public,Married,40851,Seventh-Day Adventist,Taytay
21-01071,Female,27,BSED-FIL,Private,Married,51641,Methodist,Pinagbuhatan
21-01072,Male,29,BSN,Private,Single,115181,LDS Mormon,Malinao
21-01073,Male,25,BSBA,Private,Separated,83375,The Church of Jesus Christ of Latter-Day Saints,Maybunga
21-01074,Female,35,BSECE,Public,Single,106177,Members Church of God International,Pinagbuhatan
21-01075,Male,20,BEED,Public,Single,113359,Undetermined,San Nicolas
21-01076,Female,20,BSHM,Public,Living with Partner,123115,Protestant/Pentecostal,Santa Rosa
21-01077,Female,27,BSHM,Public,Widower,137794,No Religion,Oranbo
21-01078,Female,17,BSCS,Private,Married,38255,Roman Catholic,Buting
21-01079,Male,32,BSCS,Public,Single,119900,LDS Mormon,Binangonan
21-01080,Male,22,BSIT,Public,Widower,90268,The Church of Jesus Christ of Latter-Day Saints,San Nicolas
21-01081,Female,29,BSA,Private,Living with Partner,85395,Protestant/Pentecostal,"Montalban, Rizal"
21-01082,Female,25,BSA,Public,Widower,86220,Baptist,San Miguel
21-01083,Male,18,BSA,Public,Separated,128920,Agnostic,Maybunga
21-01084,Female,24,BSN,Public,Single Parent,103978,Jehovah's Witness,Manggahan
21-01085,Male,28,ABPSYCH,Private,Single Parent,99156,Undetermined,San Jose
21-01086,Male,22,BEED,Public,Married,83240,LDS Mormon,Rosario
21-01087,Male,18,BSN,Private,Married,110799,Roman Catholic,Rosario
21-01088,Male,27,BSCS,Public,Widower,40387,The Church of Jesus Christ of Latter-Day Saints,Catanduanes
21-01089,Female,24,BSHM,Private,Widower,23783,Aglipay,Santa Cruz
21-01090,Female,19,BSED-FIL,Private,Single,93389,Seventh-Day Adventist,San Nicolas
21-01091,Female,24,BSBA,Private,Married,87368,Roman Catholic,San Miguel
21-01092,Male,32,BSED-MATH,Private,Widower,57148,Jehovah's Witness,Palatiw
21-01093,Male,32,BSCS,Public,Married,41603,Atheist,Santa Rosa
21-01094,Male,29,BSN,Public,Separated,28670,Baptist,San Joaquin
21-01095,Male,31,ABPSYCH,Public,Married,45730,Undetermined,Cavite
21-01096,Female,31,BSBA,Private,Married,77815,LDS Mormon,Oranbo
21-01097,Female,18,ABPSYCH,Private,Single,103096,The Church of Jesus Christ of Latter-Day Saints,Quezon City
21-01098,Male,20,BSED-FIL,Private,Married,95722,World Mission Society Church of God,San Jose
21-01099,Female,26,BSA,Public,Living with Partner,10311,Baptist,Marikina City
21-01100,Female,22,BSCS,Private,Separated,42275,World Mission Society Church of God,Oranbo
21-01101,Male,34,BSBA,Public,Separated,46076,Atheist,Buting
21-01102,Male,24,BSED-FIL,Private,Married,88160,Born - Again Christian,Santolan
21-01103,Male,19,BEED,Private,Widower,25346,The Church of Jesus Christ of Latter-Day Saints,Sumilang
21-01104,Male,21,BSCS,Private,Separated,122891,Members Church of God International,Pineda
21-01105,Male,24,BSED-MATH,Private,Widower,46393,Atheist,Sumilang
21-01106,Female,28,BSIT,Public,Separated,83334,Aglipay,Catanduanes
21-01107,Female,25,BEED,Private,Living with Partner,124147,Agnostic,Buting
21-01108,Female,20,BEED,Private,Married,118878,No Religion,Mandaluyong City
21-01109,Female,20,BSCS,Public,Single Parent,23510,Islam,Palatiw
21-01110,Female,35,BSHM,Private,Single,61079,Protestant/Pentecostal,Pineda
21-01111,Male,25,BSA,Private,Married,97809,LDS Mormon,Bagong Katipunan
21-01112,Female,21,BSCS,Private,Single,135760,Baptist,Buting
21-01113,Male,18,BSECE,Public,Separated,105403,Members Church of God International,Sagad
21-01114,Female,24,BSIT,Private,Widower,105624,Agnostic,Bulacan
21-01115,Male,35,BSCS,Private,Living with Partner,93273,World Mission Society Church of God,Caniogan
21-01116,Female,35,BSIT,Private,Single Parent,100800,Atheist,Santa Lucia
21-01117,Male,34,BSA,Private,Widower,86499,Methodist,San Jose
21-01118,Female,34,BSA,Private,Single Parent,73947,Iglesia Ni Cristo,Mandaluyong City
21-01119,Female,27,BSED-FIL,Private,Living with Partner,69496,Islam,Caniogan
21-01120,Male,34,BSBA,Public,Living with Partner,13832,Seventh-Day Adventist,Catanduanes
21-01121,Female,20,BSN,Public,Single,9626,Baptist,Manggahan
21-01122,Male,30,BSED-ENG,Public,Single Parent,35062,Methodist,Cainta
21-01123,Male,22,BSA,Private,Widower,100282,Methodist,Oranbo
21-01124,Male,21,BSHM,Private,Single,86620,Iglesia Ni Cristo,Oranbo
21-01125,Male,34,BSBA,Private,Widower,22211,Seventh-Day Adventist,Caniogan
21-01126,Female,26,BSN,Public,Single,27327,Agnostic,San Jose
21-01127,Male,27,BSN,Public,Single,107488,Aglipay,Palatiw
21-01128,Female,34,BSIT,Private,Widower,106532,World Mission Society Church of God,Taguig City
21-01129,Male,35,BSBA,Private,Living with Partner,105312,World Mission Society Church of God,Dela Paz
21-01130,Female,33,BSIT,Public,Single Parent,10851,No Religion,Antipolo
21-01131,Female,34,BSED-MATH,Public,Widower,10483,Agnostic,Kapitolyo
21-01132,Female,35,ABPSYCH,Private,Single,37813,Islam,Kapitolyo
21-01133,Male,21,BSN,Public,Separated,125652,Aglipay,Cainta
21-01134,Male,28,BSCS,Private,Widower,94307,Iglesia Ni Cristo,Binangonan
21-01135,Male,18,BSED-MATH,Public,Married,133200,Jehovah's Witness,Malinao
21-01136,Female,21,BSCS,Public,Single Parent,132542,The Church of Jesus Christ of Latter-Day Saints,Rosario
21-01137,Male,18,BSED-ENG,Public,Separated,127241,No Religion,Cavite
21-01138,Female,16,BEED,Private,Married,23791,LDS Mormon,"Montalban, Rizal"
21-01139,Male,24,BSECE,Private,Married,54785,Agnostic,San Nicolas
21-01140,Female,29,BSED-FIL,Private,Married,25965,The Church of Jesus Christ of Latter-Day Saints,Oranbo
21-01141,Female,32,BSED-FIL,Private,Single,49921,Protestant/Pentecostal,Palatiw
21-01142,Male,21,BEED,Private,Single Parent,38045,Aglipay,Teresa
21-01143,Male,33,BSED-MATH,Public,Single,50749,Iglesia Ni Cristo,Quezon City
21-01144,Male,33,BSHM,Private,Widower,94096,Aglipay,Pineda
21-01145,Female,25,BSBA,Private,Living with Partner,19361,World Mission Society Church of God,Santolan
21-01146,Female,33,BSED-MATH,Private,Widower,112591,Members Church of God International,Sagad
21-01147,Male,30,BSIT,Public,Living with Partner,103820,Baptist,Santa Rosa
21-01148,Female,20,BSED-MATH,Public,Living with Partner,20711,Protestant/Pentecostal,Kalawaan
21-01149,Male,25,BSN,Private,Widower,39635,LDS Mormon,Mandaluyong City
21-01150,Male,35,BSIT,Private,Living with Partner,52836,Born - Again Christian,"Montalban, Rizal"
21-01151,Male,22,BSBA,Private,Separated,27016,Seventh-Day Adventist,Santa Rosa
21-01152,Male,26,BSIT,Private,Separated,10125,World Mission Society Church of God,Santa Rosa
21-01153,Female,25,ABPSYCH,Private,Separated,126616,Islam,Taytay
21-01154,Male,32,BSCS,Private,Widower,57160,Born - Again Christian,Santa Rosa
21-01155,Male,33,BSIT,Private,Separated,73123,Atheist,Binangonan
21-01156,Male,29,BSIT,Private,Living with Partner,43984,Seventh-Day Adventist,Catanduanes
21-01157,Female,23,BSCS,Public,Single Parent,50835,World Mission Society Church of God,Santa Lucia
21-01158,Female,27,BSED-ENG,Private,Married,63658,The Church of Jesus Christ of Latter-Day Saints,Antipolo
21-01159,Male,32,BSED-FIL,Public,Single,66552,LDS Mormon,Kapitolyo
21-01160,Female,22,BSECE,Public,Single,65115,Jehovah's Witness,Cainta
21-01161,Male,21,BSED-ENG,Public,Single Parent,124526,Iglesia Ni Cristo,Bambang
21-01162,Male,28,BSED-ENG,Private,Single,17231,Baptist,San Joaquin
21-01163,Female,18,BSHM,Private,Widower,33597,Jehovah's Witness,Santa Rosa
21-01164,Male,21,BSED-FIL,Public,Married,84392,Agnostic,San Jose
21-01165,Female,23,BSBA,Private,Married,76016,World Mission Society Church of God,"Montalban, Rizal"
21-01166,Female,16,ABPSYCH,Public,Separated,92367,Protestant/Pentecostal,Marikina City
21-01167,Male,29,BSED-ENG,Public,Single,89733,Islam,Bambang
21-01168,Female,17,BSIT,Public,Living with Partner,138266,Born - Again Christian,Rosario
21-01169,Male,26,BSA,Public,Widower,116894,Born - Again Christian,Pineda
21-01170,Female,19,BSED-FIL,Public,Separated,78040,Seventh-Day Adventist,Sagad
21-01171,Female,16,BSED-ENG,Private,Married,110417,Born - Again Christian,San Miguel
21-01172,Male,21,BSN,Public,Single Parent,15291,Agnostic,Teresa
21-01173,Male,23,BSIT,Private,Widower,79241,Jehovah's Witness,San Antonio
21-01174,Female,18,BSCS,Private,Separated,110736,Atheist,Cainta
21-01175,Female,17,BSN,Private,Living with Partner,91428,Methodist,Cainta
21-01176,Female,19,BEED,Private,Married,39761,Aglipay,Santo Tomas
21-01177,Male,34,BSIT,Private,Married,83284,Islam,Sumilang
21-01178,Male,34,BSIT,Public,Living with Partner,26257,Islam,Dela Paz
21-01179,Female,34,ABPSYCH,Public,Separated,10388,Protestant/Pentecostal,Taytay
21-01180,Male,20,BSA,Public,Living with Partner,47971,The Church of Jesus Christ of Latter-Day Saints,Binangonan
21-01181,Male,29,ABPSYCH,Private,Separated,89803,Islam,Kapitolyo
21-01182,Male,33,BSN,Private,Living with Partner,38351,No Religion,Cainta
21-01183,Female,22,BSED-FIL,Private,Separated,27976,Agnostic,San Nicolas
21-01184,Female,18,BSN,Private,Married,115848,Seventh-Day Adventist,Sumilang
21-01185,Female,32,BSIT,Private,Separated,75660,LDS Mormon,Catanduanes
21-01186,Male,29,BSHM,Public,Single Parent,77325,Members Church of God International,Kapasigan
21-01187,Female,21,BSBA,Public,Single Parent,68923,Islam,Santa Cruz
21-01188,Male,22,BSCS,Private,Widower,47057,Protestant/Pentecostal,Kapasigan
21-01189,Female,35,BSECE,Public,Widower,81756,Atheist,Kapasigan
21-01190,Female,19,BSBA,Private,Married,18848,World Mission Society Church of God,Santa Lucia
21-01191,Female,18,BSIT,Private,Widower,81765,Undetermined,Cainta
21-01192,Female,22,BSHM,Public,Married,69822,Protestant/Pentecostal,Santo Tomas
21-01193,Male,24,BSIT,Private,Single Parent,122992,Born - Again Christian,Cavite
21-01194,Male,20,BSA,Private,Separated,20081,LDS Mormon,Binangonan
21-01195,Male,19,BSIT,Public,Separated,88353,Undetermined,Binangonan
21-01196,Female,23,BSED-MATH,Public,Single,48318,Born - Again Christian,Taytay
21-01197,Male,29,BSA,Private,Widower,90851,Born - Again Christian,Pineda
21-01198,Male,34,BSCS,Public,Widower,112215,Agnostic,San Joaquin
21-01199,Female,27,BSED-FIL,Public,Living with Partner,133945,Members Church of God International,Pateros
21-01200,Female,20,BSECE,Public,Married,131819,Aglipay,Pineda
21-01201,Female,30,BSIT,Private,Separated,18227,Protestant/Pentecostal,San Nicolas
