studentID,gender,age,course,feederSchoolType,civilStatus,familyMonthlyIncome,religion,barangay
21-00630,Male,25,BSED-FIL,Private,Living with Partner,111601,Islam,Manggahan
21-00631,Female,22,BSCS,Private,Married,137654,Aglipay,Taytay
21-00632,Female,34,BSED-FIL,Public,Married,109491,Agnostic,San Nicolas
21-00633,Female,34,BSBA,Public,Single,115030,LDS Mormon,Pateros
21-00634,Female,30,BSIT,Public,Single,134607,Aglipay,Teresa
21-00635,Female,31,BEED,Public,Widower,48688,Baptist,San Antonio
21-00636,Male,26,BSA,Public,Living with Partner,133756,Roman Catholic,Mandaluyong City
21-00637,Male,34,BSED-FIL,Public,Separated,111272,Members Church of God International,Sagad
21-00638,Female,20,BSHM,Public,Married,139637,Atheist,Bagong Ilog
21-00639,Female,19,BSHM,Private,Single,112847,Roman Catholic,"Montalban, Rizal"
21-00640,Female,20,BEED,Private,Single Parent,80859,Agnostic,Bagong Ilog
21-00641,Male,16,BSN,Public,Living with Partner,16003,Methodist,Buting
21-00642,Male,32,BSED-ENG,Public,Living with Partner,61818,Members Church of God International,Cavite
21-00643,Female,26,BSCS,Private,Single Parent,101576,Islam,San Nicolas
21-00644,Female,17,ABPSYCH,Private,Single,48622,Born - Again Christian,Pinagbuhatan
21-00645,Male,31,BSHM,Private,Married,74601,Agnostic,Santa Rosa
21-00646,Male,20,BSN,Public,Separated,132929,The Church of Jesus Christ of Latter-Day Saints,Santa Rosa
21-00647,Male,33,BSED-MATH,Private,Widower,92508,Members Church of God International,Bulacan
21-00648,Female,30,BSCS,Public,Widower,19500,Members Church of God International,Cavite
21-00649,Male,30,BSED-MATH,Public,Single Parent,80454,World Mission Society Church of God,San Nicolas
21-00650,Male,29,BSIT,Private,Separated,46415,Seventh-Day Adventist,Santo Tomas
21-00651,Male,21,BEED,Public,Married,27371,The Church of Jesus Christ of Latter-Day Saints,Malinao
21-00652,Male,21,BSHM,Private,Single Parent,68938,Roman Catholic,Malinao
21-00653,Male,23,BSN,Public,Living with Partner,55868,Atheist,Sumilang
21-00654,Male,31,BSIT,Private,Widower,95331,Baptist,San Jose
21-00655,Male,17,BSED-ENG,Private,Living with Partner,110846,Protestant/Pentecostal,Kalawaan
21-00656,Male,21,BSN,Public,Widower,81367,LDS Mormon,Sumilang
21-00657,Female,26,BEED,Private,Single,47144,Protestant/Pentecostal,Taytay
21-00658,Male,17,BSECE,Private,Living with Partner,101789,World Mission Society Church of God,Taytay
21-00659,Male,31,BSED-MATH,Private,Married,100125,Atheist,Marikina City
21-00660,Female,25,BSN,Private,Widower,38315,Methodist,Santo Tomas
21-00661,Female,29,BSN,Private,Single Parent,62653,Protestant/Pentecostal,Bagong Katipunan
21-00662,Female,26,BSHM,Private,Separated,128407,Roman Catholic,Kapitolyo
21-00663,Female,30,BSA,Private,Single Parent,70628,Agnostic,Kalawaan
21-00664,Male,31,BSCS,Public,Separated,18275,Iglesia Ni Cristo,Ugong
21-00665,Female,28,BSED-MATH,Private,Single,49191,Atheist,Antipolo
21-00666,Female,22,BSED-FIL,Public,Single,93514,Protestant/Pentecostal,Maybunga
21-00667,Female,17,BSHM,Public,Living with Partner,91750,Aglipay,Malinao
21-00668,Male,21,BSHM,Public,Widower,101445,Aglipay,Maybunga
21-00669,Female,27,BSED-MATH,Public,Single,10200,Members Church of God International,Sagad
21-00670,Female,29,BSHM,Public,Married,72800,Seventh-Day Adventist,"Montalban, Rizal"
21-00671,Male,24,BSECE,Private,Married,139344,LDS Mormon,San Miguel
21-00672,Male,25,BSBA,Private,Married,111947,Methodist,Sagad
21-00673,Female,18,BSIT,Public,Separated,29342,No Religion,Pinagbuhatan
21-00674,Female,22,BSN,Public,Widower,134987,Agnostic,San Nicolas
21-00675,Male,30,ABPSYCH,Private,Single Parent,71617,Iglesia Ni Cristo,San Miguel
21-00676,Male,29,BSECE,Public,Single,45686,Islam,Bulacan
21-00677,Female,19,BSED-MATH,Private,Married,119174,Born - Again Christian,Kalawaan
21-00678,Female,32,ABPSYCH,Private,Widower,96813,Islam,Cainta
21-00679,Female,30,BSED-FIL,Public,Single,82047,LDS Mormon,Sumilang
21-00680,Male,16,BSA,Private,Living with Partner,87829,Aglipay,Catanduanes
21-00681,Male,18,BSBA,Public,Separated,48818,Methodist,San Antonio
21-00682,Female,34,BSED-ENG,Private,Single Parent,83015,LDS Mormon,Taguig City
21-00683,Male,25,BEED,Public,Single Parent,98257,Agnostic,San Jose
21-00684,Male,31,BSECE,Private,Widower,51391,Jehovah's Witness,Mandaluyong City
21-00685,Male,30,BSIT,Private,Separated,135292,Islam,Taguig City
21-00686,Male,23,BSHM,Private,Single,124135,Protestant/Pentecostal,Oranbo
21-00687,Female,22,BSCS,Private,Single Parent,131974,Iglesia Ni Cristo,Cainta
21-00688,Male,30,BSED-MATH,Private,Married,40313,Seventh-Day Adventist,Kapasigan
21-00689,Male,17,BSED-FIL,Public,Single Parent,53302,Iglesia Ni Cristo,Maybunga
21-00690,Male,32,BSBA,Public,Single Parent,49529,Born - Again Christian,Binangonan
21-00691,Female,22,BSBA,Private,Married,121217,Protestant/Pentecostal,Dela Paz
21-00692,Male,19,BSHM,Public,Separated,29137,Aglipay,Mandaluyong City
21-00693,Male,25,BSECE,Public,Single Parent,75506,Seventh-Day Adventist,Maybunga
21-00694,Female,19,BSED-FIL,Private,Separated,15860,Undetermined,Antipolo
21-00695,Male,20,BSA,Public,Single Parent,38229,Methodist,Cainta
21-00696,Female,22,BSECE,Public,Separated,60983,Protestant/Pentecostal,Rosario
21-00697,Female,35,BSED-FIL,Private,Single,81512,Aglipay,Caniogan
21-00698,Female,32,BSN,Public,Single Parent,49343,Born - Again Christian,Caniogan
21-00699,Male,33,BSED-ENG,Public,Married,16744,Members Church of God International,Palatiw
21-00700,Female,23,BSIT,Public,Single Parent,123459,Jehovah's Witness,Pinagbuhatan
21-00701,Male,35,BSED-ENG,Public,Living with Partner,120229,Islam,"Montalban, Rizal"
21-00702,Male,22,BSCS,Public,Single Parent,82902,Baptist,Buting
21-00703,Female,27,BSHM,Private,Single,130139,Jehovah's Witness,Pineda
21-00704,Male,34,BSN,Public,Widower,47270,Seventh-Day Adventist,San Jose
21-00705,Male,27,BEED,Private,Widower,91121,Jehovah's Witness,Bagong Ilog
21-00706,Male,19,BEED,Private,Married,80421,Baptist,Sumilang
21-00707,Female,29,BSA,Public,Living with Partner,69627,Seventh-Day Adventist,Kapasigan
21-00708,Male,27,BEED,Public,Single,11220,Baptist,Caniogan
21-00709,Male,28,BSHM,Private,Separated,21522,Jehovah's Witness,Kapitolyo
21-00710,Female,34,BSHM,Public,Living with Partner,133995,Protestant/Pentecostal,Santa Lucia
21-00711,Female,24,BSED-FIL,Private,Widower,42248,Baptist,Caniogan
21-00712,Male,32,BSED-ENG,Public,Separated,10919,Agnostic,Bagong Katipunan
21-00713,Female,23,BSED-FIL,Public,Married,30461,Islam,Marikina City
21-00714,Female,18,BSED-ENG,Public,Single,48866,Methodist,Catanduanes
21-00715,Male,23,BSED-FIL,Private,Single Parent,64150,Members Church of God International,Santa Lucia
21-00716,Female,29,BEED,Public,Single,139099,Aglipay,Pineda
21-00717,Female,27,BSECE,Private,Single,82180,No Religion,Pateros
21-00718,Male,25,BSIT,Private,Living with Partner,121144,The Church of Jesus Christ of Latter-Day Saints,Kapitolyo
21-00719,Female,30,BSIT,Public,Living with Partner,49964,Seventh-Day Adventist,Pineda
21-00720,Female,31,BSIT,Public,Single,120017,Members Church of God International,Bambang
21-00721,Male,17,BSED-FIL,Private,Single,54757,Agnostic,Antipolo
21-00722,Male,27,BEED,Public,Widower,123872,Seventh-Day Adventist,Marikina City
21-00723,Female,19,ABPSYCH,Private,Single Parent,13365,Agnostic,San Miguel
21-00724,Male,28,BSHM,Public,Single Parent,63474,Roman Catholic,Kapasigan
21-00725,Female,30,BSCS,Public,Widower,89186,Baptist,Taguig City
21-00726,Male,19,BSN,Private,Single,94316,Members Church of God International,Palatiw
21-00727,Male,25,BEED,Private,Widower,137363,Roman Catholic,Bagong Katipunan
21-00728,Male,35,BSHM,Public,Widower,57146,Seventh-Day Adventist,Bulacan
21-00729,Female,27,BSED-ENG,Public,Single,123233,Seventh-Day Adventist,Cainta
21-00730,Male,34,BSHM,Private,Separated,57174,Methodist,Manggahan
21-00731,Female,19,BSN,Private,Separated,45870,Jehovah's Witness,San Jose
21-00732,Male,27,BSBA,Public,Single Parent,109803,Seventh-Day Adventist,Bagong Ilog
21-00733,Male,21,BSN,Public,Married,139477,World Mission Society Church of God,Manggahan
21-00734,Male,29,BSHM,Public,Living with Partner,86475,Aglipay,Santa Cruz
21-00735,Female,28,BSBA,Public,Married,9890,Agnostic,Pinagbuhatan
21-00736,Female,25,ABPSYCH,Private,Single,46237,Aglipay,Antipolo
21-00737,Male,21,BSIT,Public,Widower,72629,Roman Catholic,Palatiw
21-00738,Male,18,BEED,Private,Widower,13167,Roman Catholic,Buting
21-00739,Male,26,BSCS,Private,Separated,18447,Roman Catholic,Santa Cruz
21-00740,Male,19,BSIT,Public,Widower,46695,Members Church of God International,Malinao
21-00741,Female,24,ABPSYCH,Public,Single Parent,11838,Born - Again Christian,Buting
21-00742,Male,24,BSED-MATH,Public,Single Parent,49075,Protestant/Pentecostal,Pineda
21-00743,Male,16,BSED-MATH,Public,Married,11530,No Religion,Bagong Katipunan
21-00744,Female,35,BSCS,Private,Single Parent,79993,No Religion,Cavite
21-00745,Male,18,BSHM,Public,Married,64413,Atheist,Pineda
21-00746,Male,17,BSIT,Private,Widower,50492,Roman Catholic,Taytay
21-00747,Female,27,BSCS,Public,Single,65889,Atheist,San Joaquin
21-00748,Female,28,BSIT,Public,Single,127655,Jehovah's Witness,Pinagbuhatan
21-00749,Female,20,BSED-FIL,Private,Single Parent,62052,No Religion,Bagong Katipunan
21-00750,Male,16,BSCS,Public,Separated,27516,LDS Mormon,Catanduanes
21-00751,Female,18,BSCS,Public,Single Parent,23681,Iglesia Ni Cristo,San Joaquin
21-00752,Female,29,BSBA,Public,Single Parent,129140,Agnostic,Mandaluyong City
21-00753,Male,33,BSA,Private,Widower,10909,Undetermined,"Montalban, Rizal"
21-00754,Male,22,BSCS,Public,Living with Partner,24629,Born - Again Christian,Antipolo
21-00755,Male,20,BSA,Private,Living with Partner,23973,No Religion,Binangonan
21-00756,Female,19,ABPSYCH,Public,Living with Partner,57044,Seventh-Day Adventist,Malinao
21-00757,Male,34,BSED-MATH,Public,Married,23686,Atheist,Santa Lucia
21-00758,Male,33,BSA,Private,Single Parent,93386,Protestant/Pentecostal,Bagong Ilog
21-00759,Female,27,BSED-FIL,Public,Living with Partner,107312,Protestant/Pentecostal,Palatiw
21-00760,Male,24,BSHM,Public,Single Parent,96308,Agnostic,Bagong Ilog
21-00761,Female,32,BSA,Public,Separated,84273,Baptist,Kalawaan
21-00762,Male,20,BSA,Public,Living with Partner,52909,Iglesia Ni Cristo,Cavite
21-00763,Female,23,ABPSYCH,Public,Single,128606,Born - Again Christian,Bagong Ilog
21-00764,Male,20,BSN,Public,Married,124650,Seventh-Day Adventist,Dela Paz
21-00765,Male,27,BSIT,Private,Married,40106,Members Church of God International,Oranbo
21-00766,Female,29,BEED,Public,Separated,76045,Methodist,Rosario
21-00767,Male,33,BSBA,Public,Married,33681,Atheist,Marikina City
21-00768,Female,24,BSED-FIL,Public,Married,132111,Methodist,Cainta
21-00769,Male,24,BSCS,Private,Separated,135911,Jehovah's Witness,Bagong Katipunan
21-00770,Male,31,BSBA,Public,Married,13659,Roman Catholic,San Nicolas
21-00771,Female,17,BEED,Private,Widower,54650,Atheist,Taguig City
21-00772,Female,19,BSED-FIL,Private,Widower,94146,Atheist,Taguig City
21-00773,Female,29,BSED-MATH,Private,Separated,120234,Agnostic,Sagad
21-00774,Female,25,BSCS,Public,Single Parent,139640,Methodist,Santa Cruz
21-00775,Male,35,BSED-FIL,Private,Widower,119283,World Mission Society Church of God,Santa Lucia
21-00776,Female,17,BSED-MATH,Private,Living with Partner,47795,Members Church of God International,Caniogan
21-00777,Male,31,BSCS,Private,Widower,10362,LDS Mormon,Binangonan
21-00778,Female,18,BSA,Public,Living with Partner,28575,Protestant/Pentecostal,Sumilang
21-00779,Female,30,ABPSYCH,Public,Separated,23738,Baptist,San Nicolas
21-00780,Male,33,BSECE,Public,Married,89287,Born - Again Christian,Buting
21-00781,Female,21,BSHM,Public,Married,81701,Islam,Bagong Ilog
21-00782,Male,24,BSBA,Public,Single Parent,74658,Jehovah's Witness,Antipolo
21-00783,Male,18,BSED-MATH,Public,Married,20201,Aglipay,Pinagbuhatan
21-00784,Female,26,BSN,Private,Separated,11154,Atheist,Taytay
21-00785,Male,30,BSED-ENG,Private,Single,20895,Islam,Sagad
21-00786,Female,27,BSCS,Public,Living with Partner,31151,Iglesia Ni Cristo,Caniogan
21-00787,Female,35,ABPSYCH,Public,Single,123512,Iglesia Ni Cristo,Antipolo
21-00788,Male,19,BEED,Public,Widower,53163,Members Church of God International,Santa Rosa
21-00789,Male,31,BSED-FIL,Public,Living with Partner,10584,Seventh-Day Adventist,Santo Tomas
21-00790,Female,18,BSECE,Public,Separated,15164,Undetermined,Oranbo
21-00791,Male,30,ABPSYCH,Public,Widower,38461,Members Church of God International,Pinagbuhatan
21-00792,Male,19,BSED-ENG,Public,Separated,132647,Iglesia Ni Cristo,Taguig City
21-00793,Male,29,BSED-ENG,Private,Widower,15322,Baptist,San Nicolas
21-00794,Female,33,BSED-MATH,Private,Living with Partner,43833,Seventh-Day Adventist,Taguig City
21-00795,Female,18,BSED-MATH,Public,Widower,37107,Jehovah's Witness,San Jose
21-00796,Female,20,BSED-ENG,Private,Widower,19572,Roman Catholic,San Miguel
21-00797,Male,31,BSED-FIL,Public,Living with Partner,9400,No Religion,Mandaluyong City
21-00798,Male,22,BSCS,Public,Married,130230,Agnostic,Binangonan
21-00799,Male,24,BEED,Private,Single,21417,Undetermined,Caniogan
21-00800,Male,23,BSBA,Public,Single,88503,World Mission Society Church of God,"Montalban, Rizal"
21-00801,Female,32,BSCS,Private,Widower,25638,Born - Again Christian,Quezon City
21-00802,Male,23,BSBA,Public,Widower,117653,Roman Catholic,Dela Paz
21-00803,Male,25,BSCS,Public,Separated,57187,Undetermined,Buting
21-00804,Female,20,BEED,Private,Separated,60529,Jehovah's Witness,Marikina City
21-00805,Male,19,BSED-MATH,Public,Living with Partner,93956,Islam,Santa Rosa
21-00806,Male,35,ABPSYCH,Private,Single Parent,60614,Baptist,Mandaluyong City
21-00807,Female,27,ABPSYCH,Private,Married,51599,Members Church of God International,Quezon City
21-00808,Male,25,BEED,Private,Living with Partner,103037,Born - Again Christian,Bagong Katipunan
21-00809,Female,21,BSED-FIL,Private,Single,24224,Methodist,Cainta
21-00810,Female,27,BSHM,Private,Separated,57546,Undetermined,Antipolo
21-00811,Male,17,BSED-MATH,Private,Single Parent,74442,LDS Mormon,Kapasigan
21-00812,Female,31,BSCS,Private,Widower,136313,Born - Again Christian,Catanduanes
21-00813,Male,32,BSED-ENG,Private,Separated,48268,Agnostic,Cavite
21-00814,Male,17,BSECE,Public,Separated,132825,Members Church of God International,Santa Lucia
21-00815,Female,19,BSED-MATH,Public,Single Parent,78763,LDS Mormon,Sumilang
21-00816,Male,17,BSHM,Public,Single Parent,47526,Members Church of God International,Santa Cruz
21-00817,Male,32,BSECE,Public,Living with Partner,125415,Seventh-Day Adventist,Kapasigan
21-00818,Female,26,BSED-MATH,Private,Widower,117029,Agnostic,Rosario
21-00819,Male,18,BSBA,Private,Single Parent,27781,Jehovah's Witness,Oranbo
21-00820,Male,34,ABPSYCH,Private,Living with Partner,129995,Seventh-Day Adventist,Kapitolyo
21-00821,Male,24,BEED,Public,Married,97074,Islam,Pineda
21-00822,Female,27,BSED-FIL,Private,Living with Partner,9271,Jehovah's Witness,Teresa
21-00823,Male,20,BSIT,Public,Separated,16028,Iglesia Ni Cristo,Malinao
21-00824,Female,16,BSIT,Private,Married,99090,Seventh-Day Adventist,Dela Paz
21-00825,Female,18,BSECE,Public,Widower,19857,No Religion,Santa Rosa
21-00826,Male,35,BSCS,Private,Living with Partner,131289,Jehovah's Witness,Cavite
21-00827,Female,34,BSED-ENG,Private,Living with Partner,82090,Roman Catholic,Manggahan
21-00828,Male,16,BSED-ENG,Private,Widower,19672,LDS Mormon,Bambang
21-00829,Male,23,BSED-FIL,Private,Separated,83480,Iglesia Ni Cristo,Ugong
21-00830,Female,27,BSN,Public,Living with Partner,126956,Atheist,Oranbo
21-00831,Female,19,BSCS,Private,Single Parent,42003,Atheist,Dela Paz
21-00832,Female,17,ABPSYCH,Public,Married,39689,Atheist,Binangonan
21-00833,Female,20,BSBA,Public,Single,120983,Iglesia Ni Cristo,Malinao
21-00834,Female,32,BSN,Private,Living with Partner,90347,Islam,Santolan
21-00835,Male,18,BSN,Private,Widower,74132,No Religion,Kalawaan
21-00836,Female,31,ABPSYCH,Public,Single Parent,21699,Islam,Kapasigan
21-00837,Female,23,BSED-FIL,Public,Living with Partner,33390,Protestant/Pentecostal,Pineda
21-00838,Female,34,BEED,Private,Separated,103832,Roman Catholic,Dela Paz
21-00839,Male,34,BSHM,Private,Single,17686,Iglesia Ni Cristo,Bagong Katipunan
21-00840,Male,16,BSA,Public,Separated,109228,Atheist,Dela Paz
21-00841,Male,17,BSBA,Public,Married,54271,World Mission Society Church of God,Quezon City
21-00842,Female,21,BSN,Private,Single,105584,Islam,Kapasigan
21-00843,Female,19,BSHM,Private,Married,138849,Atheist,Quezon City
21-00844,Male,21,BSECE,Public,Living with Partner,80791,Jehovah's Witness,Pinagbuhatan
21-00845,Female,30,BSED-FIL,Public,Widower,51820,Born - Again Christian,Palatiw
21-00846,Female,18,BSHM,Public,Married,78392,No Religion,Teresa
21-00847,Female,30,BSED-FIL,Public,Married,48707,No Religion,San Jose
21-00848,Male,35,BSED-ENG,Public,Married,23734,Jehovah's Witness,Bagong Ilog
21-00849,Female,19,BSED-ENG,Public,Single,77168,Aglipay,Santa Rosa
21-00850,Male,24,BSHM,Private,Single Parent,14213,Protestant/Pentecostal,San Joaquin
21-00851,Male,20,BSN,Public,Widower,39244,Baptist,Santa Cruz
21-00852,Male,27,ABPSYCH,Public,Married,55844,Members Church of God International,Oranbo
21-00853,Male,28,ABPSYCH,Public,Married,35557,Jehovah's Witness,Oranbo
21-00854,Female,19,BEED,Private,Separated,94132,Protestant/Pentecostal,Pineda
21-00855,Male,25,BSECE,Private,Widower,23536,Methodist,Kalawaan
21-00856,Male,32,BSIT,Private,Single Parent,9001,LDS Mormon,San Antonio
21-00857,Male,24,BSED-FIL,Private,Single,112819,LDS Mormon,San Nicolas
21-00858,Male,28,BSED-ENG,Public,Single,119111,Jehovah's Witness,Santo Tomas
21-00859,Female,23,BSHM,Private,Separated,108690,No Religion,Bulacan
21-00860,Female,16,ABPSYCH,Public,Single Parent,21563,Members Church of God International,Bambang
21-00861,Female,25,BSA,Private,Separated,12464,Islam,Binangonan
21-00862,Male,22,BSHM,Public,Married,60473,Jehovah's Witness,Sagad
21-00863,Female,30,BSN,Private,Widower,68358,No Religion,Bulacan
21-00864,Female,18,BSED-ENG,Private,Single Parent,44281,Islam,Marikina City
21-00865,Male,32,BSBA,Private,Living with Partner,128133,Members Church of God International,Caniogan
21-00866,Male,28,BSHM,Private,Living with Partner,66550,Atheist,Kapasigan
21-00867,Female,19,ABPSYCH,Public,Living with Partner,10958,Undetermined,Santa Cruz
21-00868,Female,30,BSA,Public,Married,84743,The Church of Jesus Christ of Latter-Day Saints,Pineda
21-00869,Male,35,BSCS,Private,Single,90187,Born - Again Christian,San Jose
21-00870,Male,17,BSED-FIL,Private,Single,13805,LDS Mormon,San Joaquin
21-00871,Female,30,BSED-MATH,Public,Married,127789,No Religion,Bulacan
21-00872,Male,33,ABPSYCH,Private,Widower,115844,Born - Again Christian,Kapasigan
21-00873,Female,19,BSN,Public,Married,54698,Iglesia Ni Cristo,Dela Paz
21-00874,Male,29,BSECE,Private,Married,41773,Aglipay,Malinao
21-00875,Male,19,BSCS,Public,Single,8225,Members Church of God International,Sagad
21-00876,Female,26,BSBA,Private,Separated,24967,World Mission Society Church of God,San Nicolas
21-00877,Male,35,BSHM,Public,Separated,128027,Atheist,Santolan
21-00878,Female,30,BSA,Public,Single Parent,46885,Jehovah's Witness,Taguig City
21-00879,Male,20,BSHM,Private,Widower,71154,Undetermined,Taytay
21-00880,Male,19,BSHM,Public,Widower,53498,Jehovah's Witness,Bulacan
21-00881,Male,25,BSED-FIL,Public,Widower,114305,Born - Again Christian,Dela Paz
21-00882,Female,23,BSBA,Private,Married,107747,Iglesia Ni Cristo,Taguig City
21-00883,Female,34,BSED-ENG,Public,Living with Partner,47387,Born - Again Christian,Caniogan
21-00884,Female,23,BSA,Public,Married,48723,Undetermined,San Nicolas
21-00885,Female,31,BSED-FIL,Public,Single,43673,Islam,Santo Tomas
21-00886,Female,35,BSED-ENG,Private,Single,66825,No Religion,Bulacan
21-00887,Male,21,BSBA,Private,Widower,16367,Protestant/Pentecostal,Cavite
21-00888,Male,31,BSCS,Public,Married,104704,World Mission Society Church of God,Rosario
21-00889,Male,34,BSED-ENG,Private,Single Parent,84703,Aglipay,Bagong Ilog
21-00890,Male,20,BSECE,Private,Single Parent,78803,Seventh-Day Adventist,Dela Paz
21-00891,Female,33,BSCS,Public,Separated,43762,Protestant/Pentecostal,San Joaquin
21-00892,Male,30,BSED-MATH,Private,Single,102096,Seventh-Day Adventist,Santo Tomas
21-00893,Female,28,BSIT,Public,Married,20269,Undetermined,Kalawaan
21-00894,Female,17,BSED-FIL,Private,Married,42497,Born - Again Christian,Buting
21-00895,Female,33,BSA,Private,Separated,55163,Protestant/Pentecostal,Dela Paz
21-00896,Male,35,BSIT,Public,Married,87885,Seventh-Day Adventist,Taguig City
21-00897,Male,18,ABPSYCH,Public,Widower,52856,Agnostic,Teresa
21-00898,Male,22,BSIT,Public,Single Parent,134492,The Church of Jesus Christ of Latter-Day Saints,Cavite
21-00899,Female,35,BSED-ENG,Private,Widower,81323,Aglipay,"Montalban, Rizal"
21-00900,Female,25,BSN,Public,Separated,138195,Seventh-Day Adventist,Dela Paz
21-00901,Female,35,BSBA,Private,Widower,10304,Agnostic,"Montalban, Rizal"
21-00902,Female,33,BSIT,Private,Living with Partner,107839,The Church of Jesus Christ of Latter-Day Saints,Kapitolyo
21-00903,Female,20,BSED-MATH,Public,Living with Partner,75647,Undetermined,San Nicolas
21-00904,Female,30,BSCS,Public,Single,63357,Protestant/Pentecostal,Pateros
21-00905,Female,32,BSIT,Public,Living with Partner,67058,Islam,Palatiw
21-00906,Female,19,BSED-ENG,Public,Living with Partner,120994,Iglesia Ni Cristo,Oranbo
21-00907,Male,23,ABPSYCH,Private,Separated,67452,Iglesia Ni Cristo,San Nicolas
21-00908,Male,35,BEED,Private,Single,41576,The Church of Jesus Christ of Latter-Day Saints,Sagad
21-00909,Male,27,BSIT,Public,Separated,51621,Atheist,Catanduanes
21-00910,Male,19,BSECE,Private,Single Parent,105035,Born - Again Christian,Binangonan
21-00911,Male,28,BSA,Public,Single,115818,Born - Again Christian,Bagong Ilog
21-00912,Female,25,BSBA,Public,Living with Partner,138420,Born - Again Christian,Kalawaan
21-00913,Female,30,BSA,Private,Single,47775,Undetermined,Caniogan
21-00914,Male,16,BSHM,Public,Separated,121359,Protestant/Pentecostal,Catanduanes
21-00915,Female,29,BSED-ENG,Public,Married,74607,Islam,Teresa
21-00916,Male,26,ABPSYCH,Public,Living with Partner,64219,Agnostic,Antipolo
21-00917,Male,27,BSCS,Public,Separated,123685,Iglesia Ni Cristo,Bagong Katipunan
21-00918,Female,29,ABPSYCH,Public,Separated,24898,Seventh-Day Adventist,Kapasigan
21-00919,Male,24,BSIT,Private,Married,24931,The Church of Jesus Christ of Latter-Day Saints,San Nicolas
21-00920,Male,25,BSCS,Public,Widower,125818,Born - Again Christian,Taguig City
21-00921,Female,21,BSBA,Public,Single,67004,Aglipay,"Montalban, Rizal"
21-00922,Female,34,BSECE,Public,Separated,26879,Protestant/Pentecostal,Santa Rosa
21-00923,Female,32,BSHM,Private,Married,92227,Protestant/Pentecostal,Pinagbuhatan
21-00924,Male,31,BSED-ENG,Private,Living with Partner,91932,Jehovah's Witness,Santa Cruz
21-00925,Female,24,BSA,Private,Separated,104531,Roman Catholic,Caniogan
21-00926,Male,22,BSHM,Private,Single,131174,Members Church of God International,San Joaquin
21-00927,Male,23,BSN,Public,Single,16055,World Mission Society Church of God,Pineda
21-00928,Female,16,BSED-ENG,Public,Living with Partner,86461,Atheist,Buting
21-00929,Male,18,BSCS,Private,Separated,111427,Atheist,Marikina City
21-00930,Female,24,BSBA,Private,Single,115173,Members Church of God International,Kapitolyo
21-00931,Female,26,BSED-MATH,Public,Separated,9932,LDS Mormon,Marikina City
21-00932,Male,32,BSED-FIL,Private,Widower,87737,Born - Again Christian,"Montalban, Rizal"
21-00933,Male,17,BSN,Private,Single Parent,124389,Jehovah's Witness,Palatiw
21-00934,Female,23,BSECE,Public,Widower,109050,Aglipay,Taytay
21-00935,Female,34,BSECE,Private,Married,39393,Protestant/Pentecostal,Sagad
21-00936,Male,22,BSED-FIL,Private,Single Parent,22628,No Religion,San Jose
21-00937,Female,25,BSED-FIL,Public,Separated,9824,Members Church of God International,Malinao
21-00938,Male,25,BSCS,Public,Married,64787,No Religion,Caniogan
21-00939,Female,32,BSN,Private,Single,108970,Protestant/Pentecostal,Mandaluyong City
21-00940,Male,26,BSN,Public,Single,93793,Jehovah's Witness,Palatiw
21-00941,Female,21,BSED-FIL,Private,Separated,82307,Born - Again Christian,Antipolo
21-00942,Female,28,BSIT,Private,Separated,92430,The Church of Jesus Christ of Latter-Day Saints,Binangonan
21-00943,Male,33,BSCS,Public,Living with Partner,38436,Agnostic,Ugong
21-00944,Male,22,BEED,Public,Widower,73157,No Religion,Binangonan
21-00945,Male,32,BSIT,Private,Single,16497,Agnostic,Sumilang
21-00946,Female,18,BSED-ENG,Private,Single,83924,Seventh-Day Adventist,Taytay
21-00947,Female,23,BSECE,Public,Married,15098,Agnostic,Quezon City
21-00948,Female,22,BSED-MATH,Private,Widower,117455,Aglipay,Kapitolyo
21-00949,Male,24,BSHM,Public,Living with Partner,120449,Baptist,Oranbo
21-00950,Female,23,BSCS,Public,Single,14740,Islam,Sumilang
21-00951,Male,18,BSA,Public,Married,72740,Islam,Manggahan
21-00952,Female,21,BSED-MATH,Private,Single Parent,67726,Born - Again Christian,Cavite
21-00953,Female,25,BEED,Public,Living with Partner,28849,Methodist,"Montalban, Rizal"
21-00954,Female,25,BSA,Private,Living with Partner,111097,Methodist,San Miguel
21-00955,Female,19,BSED-MATH,Public,Widower,36252,Methodist,Pateros
21-00956,Male,20,BSED-MATH,Private,Separated,43940,Roman Catholic,Taguig City
21-00957,Female,22,BSED-FIL,Public,Living with Partner,9959,Seventh-Day Adventist,Kalawaan
21-00958,Male,31,BSBA,Private,Living with Partner,136068,World Mission Society Church of God,Pinagbuhatan
21-00959,Female,21,BEED,Private,Single Parent,76812,Jehovah's Witness,"Montalban, Rizal"
21-00960,Male,35,BSBA,Public,Separated,105277,Agnostic,Cainta
21-00961,Male,21,ABPSYCH,Private,Living with Partner,38715,Jehovah's Witness,Pateros
21-00962,Male,19,BSED-FIL,Public,Single,109436,Undetermined,Teresa
21-00963,Female,32,BSED-MATH,Public,Single Parent,51750,The Church of Jesus Christ of Latter-Day Saints,Bulacan
21-00964,Female,26,BSHM,Private,Single,44499,Atheist,Cavite
21-00965,Female,20,BSA,Public,Living with Partner,124387,Seventh-Day Adventist,Cainta
21-00966,Female,24,BSHM,Public,Separated,130827,Protestant/Pentecostal,San Joaquin
